type,time,product_id,sequence,order_id,funds,size,price,side,order_type
received,2018-08-03T01:25:43.994000Z,ETH-USD,4545120832,e0f35b07-bdfa-447f-bdf1-0e52270a6d3c,,0.20000000,401.64000000,buy,limit
received,2018-08-03T01:25:44.177000Z,ETH-USD,4545120839,ff6f560b-f74c-4f43-9acf-5c0bb4263c30,,3.05887900,399.83000000,buy,limit
received,2018-08-03T01:25:44.180000Z,ETH-USD,4545120841,525f69f8-490b-4470-a33a-4ea30ab490e7,,1.02663000,397.66000000,buy,limit
received,2018-08-03T01:25:44.191000Z,ETH-USD,4545120843,b5bbdd06-f9dc-49d5-8f4e-09f579966c18,,1.55264000,405.49000000,sell,limit
received,2018-08-03T01:25:44.193000Z,ETH-USD,4545120845,0d704d66-f283-409f-b400-1cb1523a63d2,,0.17801675,419.90000000,buy,limit
received,2018-08-03T01:25:44.238000Z,ETH-USD,4545120849,825eba9b-4b47-446d-9752-06604da56adb,,3.92549100,399.71000000,buy,limit
received,2018-08-03T01:25:44.250000Z,ETH-USD,4545120852,37ba3e57-a132-4268-a37a-c162a63d5549,,18.69913300,399.11000000,buy,limit
received,2018-08-03T01:25:44.266000Z,ETH-USD,4545120854,6167a578-676a-4518-83ca-920c150072c8,,0.84403200,398.75000000,buy,limit
received,2018-08-03T01:25:44.312000Z,ETH-USD,4545120856,841827b6-a9b2-4010-bf04-dfdfda797d27,,0.20000000,401.77000000,buy,limit
received,2018-08-03T01:25:44.347000Z,ETH-USD,4545120858,83d3ca8f-20ec-4edf-9cf9-57cc5ec262ae,,3.80000000,402.30000000,sell,limit
received,2018-08-03T01:25:44.652000Z,ETH-USD,4545120860,05096211-960c-4c14-81a5-f881d93e886c,,0.01000000,400.20000000,buy,limit
received,2018-08-03T01:25:45.067000Z,ETH-USD,4545120864,a83cc7a7-7d9c-4191-9476-1ecabfb4aee4,,2.00000000,401.46000000,buy,limit
